,gi,gj,known
0,ABI2,SATB2,False
1,ACACA,MPHOSPH9,False
2,ACOT8,GRIN2A,False
3,ACTR1A,CNNM2,False
4,ACVR1B,SHMT2,False
5,ADAM23,SATB2,False
6,ADAMTS8,IGSF9B,False
7,ADAMTSL3,ALPK3,False
8,ADAMTSL3,BNC1,False
9,ADAMTSL3,EFTUD1,False
10,ADAMTSL3,FAM103A1,False
11,ADAMTSL3,GOLGA2P10,False
12,ADAMTSL3,HDGFRP3,False
13,ADAMTSL3,IDH3A,False
14,ADCY10,AKT1,False
15,ADGRA1,MPP6,False
16,ADGRA2,NRG1,False
17,AGFG1,CUL3,False
18,AHNAK2,APOPT1,False
19,AHRR,SLC6A3,False
20,AIMP2,MAD1L1,False
21,AKT1,APOC1,False
22,AKT1,CDC42,False
23,AKT1,ITSN1,False
24,AKT1,MIS12,False
25,AKT3,CALM2,False
26,AKT3,CCNT2,False
27,AKT3,PTEN,False
28,AKT3,SDCCAG8,False
29,ALDH1B1,FES,False
30,ALDH3A2,DISC1,False
31,ALDH6A1,CHRNA5,False
32,ALG14,MIR137HG,False
33,ALPP,MPHOSPH9,False
34,ALX4,AMBRA1,False
35,AMBRA1,CREM,False
36,AMBRA1,HSD17B12,False
37,AMBRA1,KBTBD4,False
38,AMBRA1,MTCH2,False
39,AMBRA1,PEX11A,False
40,AMBRA1,SLC35C1,False
41,ANXA10,CLCN3,False
42,ANXA11,MPHOSPH9,False
43,ANXA2R,HCN1,False
44,ANXA5,MAD1L1,False
45,APBA3,BDNF,False
46,APC,MAN2A1,False
47,APH1B,NAB2,False
48,APOA5,GRM3,False
49,APOBEC1,CACNA1I,False
50,APOC2,APOE,False
51,APOC4,APOE,False
52,APOE,CD1D,False
53,APOE,CD79A,False
54,APOE,CEACAM1,False
55,APOE,CST1,False
56,APOE,ZBP1,False
57,APOL1,CACNA1I,False
58,APOPT1,IGHV5-78,False
59,APOPT1,INF2,False
60,APOPT1,TDRD9,False
61,APOPT1,TRMT61A,False
62,AQR,CHRNA7,False
63,AREL1,RGS6,False
64,ARF5,MPHOSPH9,False
65,ARF5,MPP6,False
66,ARFGEF2,PTGIS,False
67,ARGLU1,DAOA,False
68,ARHGAP1,BDNF,False
69,ARL4C,GIGYF2,False
70,ARPC3,SRPK2,False
71,AS3MT,CNNM2,False
72,ASB3,VRK2,False
73,ASIC2,SMG6,False
74,ASPH,STAG1,False
75,ATG16L1,GIGYF2,False
76,ATP2A2,FGL2,False
77,ATP2A2,SMCO4,False
78,ATP2A2,UNG,False
79,ATP2B1,DAO,False
80,ATP6V0A2,MPHOSPH9,False
81,BCL11B,BEGAIN,False
82,BCL11B,C14orf132,False
83,BCL11B,WDR25,False
84,BDNF,CD44,False
85,BDNF,CD59,False
86,BDNF,MBTPS2,False
87,BDNF,MPPED2,False
88,BDNF,PSMC3,False
89,BET1,GRM3,False
90,BLM,FES,False
91,BLOC1S3,DTNBP1,False
92,BRE,VRK2,False
93,BRS3,COMT,False
94,BTF3,PTGIS,False
95,BYSL,ETF1,False
96,BYSL,RGS4,False
97,C10orf32,C10orf95,False
98,C10orf32,SFXN2,False
99,C10orf67,CACNB2,False
100,C10orf76,CNNM2,False
101,C11orf31,OOSP2,False
102,C11orf31,PATL1,False
103,C15orf41,PAK6,False
104,C19orf12,ZNF536,False
105,C1orf54,OTUD7B,False
106,C2,TNF,False
107,C22orf29,ZDHHC8,False
108,C22orf46,CENPM,False
109,C4orf27,CLCN3,False
110,C5orf34,HCN1,False
111,CA3,GRM3,False
112,CAB39,GIGYF2,False
113,CABP1,MPHOSPH9,False
114,CACNA1C,CD9,False
115,CACNA1C,RAD51AP1,False
116,CACNA1C,XRCC5,False
117,CACNA1H,PAK6,False
118,CACNA1I,DNAL4,False
119,CACNA1I,GTPBP1,False
120,CACNA1I,HMGXB4,False
121,CACNA1I,JOSD1,False
122,CACNA1I,PICK1,False
123,CACNA1I,PLA2G6,False
124,CACNA1I,SYNGR1,False
125,CACNA1I,TST,False
126,CACNA1I,VPS28,False
127,CACNB2,GPR85,False
128,CACNB2,MSRB2,False
129,CACNB2,NEBL,False
130,CACNB2,NRP1,False
131,CACNB2,PDIA3,False
132,CACNB2,PTER,False
133,CALB2,NFATC3,False
134,CAMTA1,PLCH2,False
135,CAP2,DTNBP1,False
136,CARHSP1,GRIN2A,False
137,CARS,DRD4,False
138,CASC5,PAK6,False
139,CASP1,DRD2,False
140,CASP3,GPM6A,False
141,CASR,TCF4,False
142,CBWD1,TNF,False
143,CBX5,FES,False
144,CCAR1,DAO,False
145,CCDC134,CENPM,False
146,CCDC91,TMTC1,False
147,CCL16,SMG6,False
148,CCL22,NLGN4X,False
149,CCL4,PRRG2,False
150,CCNA2,DRD2,False
151,CCND2,MAD1L1,False
152,CD3E,DRD2,False
153,CD3G,DRD2,False
154,CDC42SE1,OTUD7B,False
155,CDK2AP1,GRM3,False
156,CDK5RAP1,PPP1R16B,False
157,CDKL3,KDM3B,False
158,CDON,NRGN,False
159,CEBPD,NRG1,False
160,CEBPG,CYP26B1,False
161,CELSR2,NFATC3,False
162,CENPM,SEPT3,False
163,CENPM,DESI1,False
164,CENPM,PHF5A,False
165,CEP104,PLCH2,False
166,CEP170,SDCCAG8,False
167,CEP44,GPM6A,False
168,CEP63,STAG1,False
169,CFTR,SHMT2,False
170,CHCHD3,DGKI,False
171,CHERP,MAD1L1,False
172,CHRNA3,CHRNA5,False
173,CHRNA3,CRABP1,False
174,CHRNA3,ETFA,False
175,CHRNA3,SCAMP2,False
176,CHRNA5,CRABP1,False
177,CHRNA5,LRP2BP,False
178,CHRNA5,SEMA7A,False
179,CHRNA7,MEIS2,False
180,CHST12,MAD1L1,False
181,CLCN3,DECR1,False
182,CLCN3,ETFDH,False
183,CLCN3,FZD3,False
184,CLCN3,GPRC5C,False
185,CLCN3,GRIA2,False
186,CLCN3,MED23,False
187,CLCN3,NEK1,False
188,CLCN3,PDGFB,False
189,CLCN3,VPS18,False
190,CLDN18,STAG1,False
191,CLUH,SMG6,False
192,CNNM2,DPCD,False
193,CNNM2,FBXL15,False
194,CNNM2,WBP1L,False
195,CNST,DISC1,False
196,CNTN4,CNTN6,False
197,CNTN4,ERAP2,False
198,CNTN4,GHRL,False
199,CNTN4,PRICKLE4,False
200,CNTN4,TBCA,False
201,CNTN5,VRK2,False
202,COMMD6,SHMT2,False
203,COMT,HCK,False
204,COMT,HOPX,False
205,COMT,MRPS5,False
206,COMT,ZNF43,False
207,CPB2,DPYD,False
208,CRABP2,KCNN3,False
209,CSDE1,DPYD,False
210,CSF2,ETF1,False
211,CSGALNACT1,DTNBP1,False
212,CSMD1,NAT1,False
213,CTIF,TCF4,False
214,CTSG,HTR2A,False
215,CTTNBP2,IMMP2L,False
216,CUL3,FAM124B,False
217,CUL3,GYPA,False
218,CUL3,NDUFA10,False
219,CUL3,SRA1,False
220,CUL3,ZAP70,False
221,CXADR,SRPK2,False
222,CYP26B1,GMCL1,False
223,CYP26B1,GTF2H2,False
224,CYP26B1,PCYOX1,False
225,CYP51A1,GRM3,False
226,CYTH2,PRRG2,False
227,DACH1,HTR2A,False
228,DAO,FBXO21,False
229,DAO,PRDM4,False
230,DAO,UNG,False
231,DAOA,MYO16,False
232,DDR2,RGS4,False
233,DDX21,MTHFR,False
234,DEGS1,DISC1,False
235,DEK,DTNBP1,False
236,DGKH,PRKD1,False
237,DGKI,RAB5C,False
238,DHDDS,VRK2,False
239,DIRAS3,HTR2A,False
240,DISC1,EGLN1,False
241,DISC1,EXTL1,False
242,DISC1,TP53BP2,False
243,DKK4,NRG1,False
244,DLL4,PAK6,False
245,DNAJC10,ZNF804A,False
246,DPYD,HPCA,False
247,DPYD,KCNJ4,False
248,DPYD,OVGP1,False
249,DPYD,RPS6KA3,False
250,DPYD,SRC,False
251,DPYD,SULT2A1,False
252,DRD2,E2F6,False
253,DRD2,GPC6,False
254,DRD2,IL10RA,False
255,DRD2,INPPL1,False
256,DRD2,NQO2,False
257,DRD2,PSG7,False
258,DRD2,RBM22,False
259,DRD2,SGSH,False
260,DRD2,VW A5A,False
261,DRD3,GSK3B,False
262,DRD3,POLE2,False
263,DRD3,SPTSSB,False
264,DRD4,ETNK1,False
265,DRD4,KIF2C,False
266,DRD4,MKI67,False
267,DTNBP1,HDGFL1,False
268,DTNBP1,NUP153,False
269,DTNBP1,RNF144B,False
270,DTNBP1,TPMT,False
271,DUSP19,ZNF804A,False
272,EI24,NRGN,False
273,EIF4EBP1,NRG1,False
274,ELAC2,GID4,False
275,EML1,GRIN2A,False
276,ENTPD4,PPP3CC,False
277,EPB41L4A-AS1,MAN2A1,False
278,EPC2,FAP,False
279,EPC2,MMADHC,False
280,EPC2,NMI,False
281,EPHA2,GIGYF2,False
282,ETF1,MYOZ2,False
283,ETF1,UBE4B,False
284,ETF1,WFDC1,False
285,FAM106A,GID4,False
286,FAM13B,KDM3B,False
287,FAM171B,ZNF804A,False
288,FAM53C,KDM3B,False
289,FAM63A,OTUD7B,False
290,FAM83D,PPP1R16B,False
291,FBLN1,TCF20,False
292,FBXO42,RERE,False
293,FBXO8,GPM6A,False
294,FES,FURIN,False
295,FES,MAN2A2,False
296,FES,NLGN4X,False
297,FES,PEX11A,False
298,FES,STARD5,False
299,FES,VANGL1,False
300,FES,ZNF117,False
301,FGFR1,NRG1,False
302,FHL2,MTHFR,False
303,FSCN1,MAD1L1,False
304,GABARAPL2,GPM6A,False
305,GALNT10,GEMIN5,False
306,GALNT10,LCP2,False
307,GALNT10,SAP30L,False
308,GALNT10,SPINK7,False
309,GFRA2,PPP3CC,False
310,GGT3P,PRODH,False
311,GID4,LRRC48,False
312,GIGYF2,METTL21A,False
313,GIGYF2,NMUR1,False
314,GJD2,PAK6,False
315,GMFG,PTGIS,False
316,GNAS,PTGIS,False
317,GPR137B,NLGN4X,False
318,GPR88,MIR137HG,False
319,GRIN2A,ID4,False
320,GRIN2A,PCDH8,False
321,GRIN2A,PLA2G10,False
322,GRIN2A,PRM1,False
323,GRIN2A,RNF40,False
324,GRM3,OCM2,False
325,GRM3,SLC22A1,False
326,GRM3,ZNF219,False
327,GRM3,ZNF804B,False
328,GSC2,PRODH,False
329,GSK3A,MPHOSPH9,False
330,GUK1,STAG1,False
331,HAX1,KCNN3,False
332,HCAR3,MPHOSPH9,False
333,HCN1,LOC153684,False
334,HOXA10,MAD1L1,False
335,HOXA10,NAB2,False
336,HRH1,NAB2,False
337,HS3ST1,PRKD1,False
338,HSPB7,RERE,False
339,HTR2A,PCDH9,False
340,HTR2A,RFXAP,False
341,HTR2A,SUGT1,False
342,IGSF9B,NCAPD3,False
343,ILF2,KCNN3,False
344,INPP5K,SMG6,False
345,ISG20,NRG1,False
346,ITM2C,PRODH,False
347,KCNC4,TNF,False
348,KCNJ3,NFATC3,False
349,KCNK4,NRG1,False
350,KCNN3,SLC27A3,False
351,KCNN3,UBAP2L,False
352,KDM3B,PCDH12,False
353,KDM3B,PCDHGB7,False
354,KDM3B,PCDHGC4,False
355,KDM3B,PCDHGC5,False
356,KDM3B,REEP2,False
357,KIAA1715,RERE,False
358,KMT2D,SHMT2,False
359,KNTC1,MPHOSPH9,False
360,KXD1,SRPK2,False
361,LAMP3,SOX2-OT,False
362,LCP1,NLGN4X,False
363,LEPROTL1,PPP3CC,False
364,LIPF,NRG1,False
365,LIPG,TCF4,False
366,LPPR5,MIR137HG,False
367,LRP1,NAB2,False
368,LTB4R2,PTGIS,False
369,MAD1L1,NXPH1,False
370,MAD1L1,PIN4,False
371,MAD1L1,PRKAR1B,False
372,MAD1L1,RPA3,False
373,MAD1L1,S100P,False
374,MAD1L1,STAM,False
375,MAD1L1,TTYH3,False
376,MAD1L1,TULP4,False
377,MARS2,TYW5,False
378,MCEE,PPP1R16B,False
379,MICAL3,ZDHHC8,False
380,MIR137HG,SLC44A3,False
381,MIR137HG,TMEM56,False
382,MITF,RERE,False
383,MKRN2,MPP6,False
384,MLEC,MPHOSPH9,False
385,MMP23B,MTHFR,False
386,MOB1B,TNF,False
387,MPHOSPH9,MRPL19,False
388,MPHOSPH9,RAB35,False
389,MPHOSPH9,SNRNP35,False
390,MPHOSPH9,SRSF9,False
391,MPHOSPH9,TRA2A,False
392,MPP6,OSBPL3,False
393,MPP6,PTF1A,False
394,MPP6,TACR3,False
395,MPZ,RGS4,False
396,MRPL12,SMG6,False
397,MRPL36,SLC6A3,False
398,MRPL40,ZDHHC8,False
399,MSH5,NOTCH4,False
400,MSL2,STAG1,False
401,MTHFR,PRKCZ,False
402,MTHFR,TP73,False
403,MTHFR,ZBTB17,False
404,MTHFR,ZNF239,False
405,MYL9,PPP1R16B,False
406,MYO1A,NAB2,False
407,MYOCD,NFATC3,False
408,NAB2,RDH5,False
409,NAB2,SCN1A,False
410,NEU1,NOTCH4,False
411,NFATC3,SEC24A,False
412,NFATC3,SNX20,False
413,NFATC3,TOR1B,False
414,NFKBIL1,NOTCH4,False
415,NFX1,PPP1R16B,False
416,NFYA,NOTCH4,False
417,NKD2,SHMT2,False
418,NKG7,PRRG2,False
419,NLGN4X,ZSCAN31,False
420,NOTCH4,PBX2,False
421,NOTCH4,PSMB8,False
422,NOTCH4,SLC27A4,False
423,NOTCH4,TDP2,False
424,NOTCH4,WWP2,False
425,NRGN,PLEKHB2,False
426,NUP35,ZNF804A,False
427,OR10J1,SRPK2,False
428,OSMR,RGS4,False
429,OTUD7B,TNFAIP8L2,False
430,OVCH1,TMTC1,False
431,PAF1,RERE,False
432,PAK6,SP3,False
433,PAK6,SPG11,False
434,PAK6,SUMO2,False
435,PEX10,PLCH2,False
436,PFDN2,RGS4,False
437,PGM3,SNAP91,False
438,PIAS2,TCF4,False
439,PILRB,TNF,False
440,PKHD1,PTGIS,False
441,PLCH2,TP73-AS1,False
442,PLD3,VRK2,False
443,POLR2I,ZNF536,False
444,PPIL2,ZDHHC8,False
445,PPP1R11,TNF,False
446,PPP1R16B,SSR4,False
447,PPP1R16B,TTI1,False
448,PPP1R16B,TUFM,False
449,PPP2R1A,PRRG2,False
450,PPP3CC,SLC18A1,False
451,PPP3CC,SORBS3,False
452,PRKACA,TCF4,False
453,PRKAG1,SHMT2,False
454,PRKD1,RGS1,False
455,PRKD1,YY1,False
456,PRO2964,ZNF804A,False
457,PRODH,SEPT5,False
458,PRODH,RANBP1,False
459,PRODH,SKIV2L,False
460,PRODH,TBX1,False
461,PRPF8,SMG6,False
462,PRRG2,RTN4RL1,False
463,PRRG2,SGTA,False
464,PRRG2,SNX15,False
465,PTGIS,TMSB4XP6,False
466,PTTG1,VRK2,False
467,RAP1GAP2,SMG6,False
468,RERE,ZBTB17,False
469,RERE,ZNF239,False
470,RGS4,RRM1,False
471,RGS4,SDHC,False
472,RGS4,UAP1,False
473,RGS6,TMED10,False
